case_id,scenario,expected_verdict,actual_verdict,jobId,status,error
forge_x_ocr_noise_010,ocr_noise,blocked,unknown,46a3f673-f352-4d15-b799-6275abbe46b3,ok,
forge_x_ocr_noise_011,ocr_noise,blocked,unknown,9a255223-e69b-434f-acf0-a7b40ca9cee2,ok,
forge_x_ocr_noise_012,ocr_noise,blocked,unknown,7be76ce5-43da-4934-9142-49f49f777d34,ok,
forge_x_ocr_noise_013,ocr_noise,blocked,pass,afa92445-1245-469f-b6be-556e4fb4ff24,ok,
forge_x_ocr_noise_014,ocr_noise,blocked,unknown,02002c16-aad3-4a1e-a310-caa894bd6592,ok,
forge_x_ocr_noise_015,ocr_noise,blocked,unknown,0cbc0689-cf9f-49a4-bd53-99ec38c2a319,ok,
forge_x_sanctions_tbml_shell_001,sanctions_tbml_shell,reject,unknown,1059885f-5711-4331-be36-a314a922e40b,ok,
forge_x_sanctions_tbml_shell_002,sanctions_tbml_shell,reject,pass,c602f8cf-6817-4f52-a157-121b839bfbad,ok,
forge_x_sanctions_tbml_shell_003,sanctions_tbml_shell,reject,unknown,60726a59-dd31-4584-8da9-0b96881c145e,ok,
forge_x_sanctions_tbml_shell_004,sanctions_tbml_shell,reject,pass,2e70f8b8-1491-45c7-8006-f7d5dd3d0e47,ok,
forge_x_sanctions_tbml_shell_005,sanctions_tbml_shell,reject,unknown,a04bd25a-3aa3-44d7-9c6e-d4018c640d8f,ok,
forge_x_sanctions_tbml_shell_006,sanctions_tbml_shell,reject,pass,02635952-5030-4a2c-a6c5-7e8a5a57ef03,ok,
forge_x_sanctions_tbml_shell_007,sanctions_tbml_shell,reject,pass,a5035a4a-c6e3-4828-bc33-8ca3d9282048,ok,
forge_x_sanctions_tbml_shell_008,sanctions_tbml_shell,reject,unknown,e948fd39-d930-4a1f-82e5-c61f568b4b47,ok,
forge_x_sanctions_tbml_shell_009,sanctions_tbml_shell,reject,pass,0fc25f29-b2ab-4c3d-ab86-5e2c65af6f4f,ok,
forge_x_sanctions_tbml_shell_010,sanctions_tbml_shell,reject,unknown,9cfdecaf-08bf-4ae6-a629-43d55a7a6e27,ok,
forge_x_sanctions_tbml_shell_011,sanctions_tbml_shell,reject,pass,793b4844-e003-40d6-87f1-cb8ef189bcfe,ok,
forge_x_sanctions_tbml_shell_012,sanctions_tbml_shell,reject,pass,2e9713eb-a031-4a1e-99c8-a827682b134d,ok,
forge_x_sanctions_tbml_shell_013,sanctions_tbml_shell,reject,pass,a3d12acb-cac1-4886-b9a8-b7b8904d6030,ok,
forge_x_sanctions_tbml_shell_014,sanctions_tbml_shell,reject,unknown,0fe3561f-c263-4b50-baf0-c00f54575528,ok,
forge_x_sanctions_tbml_shell_015,sanctions_tbml_shell,reject,pass,2d8da4b3-989c-491a-9b3b-9cb6736a1712,ok,
